kv_cache_dtype,dataset,dataset_index,example_id,reported_length,length_bucket,prompt_tokens,output_tokens,generation_time_seconds,output_tokens_per_second,total_tokens_per_second,finish_reason
auto,qasper_e,46,3e0ebe8cd7c6ad2ed6b011e47c1a06464ae4eed1b47c9d37,2361,2K-4K,3308,21,1.647017,12.7503,2021.2298,stop
auto,qasper_e,47,76ade8dc03f520d725ee2b1decb2904f80becbc3dd6fb9b5,1701,2K-4K,2295,44,2.043447,21.5322,1144.6348,stop
auto,qasper_e,48,987ab3762f78d7c33799631fec402ae2ed66ecbb0708347b,1913,2K-4K,2639,23,1.403764,16.3845,1896.3299,stop
auto,qasper_e,49,f1d8b6d074397f7bead6a59be4c66dc5f1f1a058f74f1402,3794,4K-8K,5122,18,2.72151,6.614,1888.6571,stop
auto,qasper_e,50,fa1c557ea338532fb1c34125934ce83b2b70e02dd12931d3,3757,4K-8K,5627,12,2.911378,4.1218,1936.8833,stop
auto,qasper_e,51,d95b33cbe3496fb98638b3c3b1a956847b6472aa8d18a5cc,2393,2K-4K,3341,23,1.739653,13.221,1933.7193,stop
auto,qasper_e,52,704c0c46089ffbd8f6c94c06071a440d930d82a59a1d4edc,2958,2K-4K,4049,46,2.981989,15.4259,1373.2443,stop
auto,qasper_e,53,c32bcab75bbb243cbd0fa7d6cea385a9aa1220c9fb455f09,2220,2K-4K,3430,35,2.224609,15.7331,1557.5771,stop
auto,qasper_e,54,b959a2ca0687fbe1c4f11a6fda00eb9341525f1502c9afc6,3566,4K-8K,5664,35,3.781579,9.2554,1507.0426,stop
auto,qasper_e,55,83246d680e84d965de12202eeca2955546e9261630d543c5,1671,2K-4K,2258,30,1.512421,19.8357,1512.8062,stop
auto,qasper_e,56,181a2d144f719517ed2033408c263c328c3c7eb9cddc78c6,2289,2K-4K,3070,8,1.048939,7.6268,2934.3934,stop
auto,qasper_e,57,006bf0292d7a46cfbe4bc50f63e92d34411ea060f5b547ec,3817,4K-8K,4727,28,2.782314,10.0636,1709.0093,stop
auto,qasper_e,58,35be0474e7f491742c4f764a3ed5fc174465bf0ba26ebff0,3855,4K-8K,5306,15,2.752804,5.449,1932.9384,stop
auto,qasper_e,59,128f8753d02c6777ce3244345d4799613c188be0b6b66b7a,2667,2K-4K,3613,11,1.445357,7.6106,2507.3389,stop
auto,qasper_e,60,c3694e336a5431082844e851d3bf6ca4b1d21ce87665281e,2649,2K-4K,3973,9,1.581149,5.6921,2518.4217,stop
auto,qasper_e,61,1443430475309d05eb23043251943ee0b3c3ade6f0730fdc,2083,2K-4K,3228,19,1.529338,12.4237,2123.1411,stop
auto,qasper_e,62,0b04d1a3009c6f4f4502defd297b37bb756f8e5e904d2449,1651,2K-4K,2210,62,2.668064,23.2378,851.5538,stop
auto,qasper_e,63,78ec8052a16e28c7c9da9d61bfd7b70c05ada0efa5169524,1898,2K-4K,2693,22,1.449643,15.1761,1872.8744,stop
auto,qasper_e,64,3eb54f9ba615e042408b8ddafcbd4d41db0f1e72c8eedca8,2133,2K-4K,2733,16,1.195867,13.3794,2298.7499,stop
auto,qasper_e,65,ba4d8e9921bcc53ce93a458307141bc528d92addb66cbc95,3974,4K-8K,5429,21,3.073628,6.8323,1773.149,stop
auto,qasper_e,66,1ef257d8f567afd7d7057d678d14d28941a912b4df8b5775,2361,2K-4K,3391,32,2.099363,15.2427,1630.4944,stop
auto,qasper_e,67,5a66bf2184751add62aab933cf9076dc61faf39f716d2e72,1912,2K-4K,2691,13,1.063993,12.2181,2541.3712,stop
auto,qasper_e,68,59589a5aa08f01c9772844cd16cf3a57aaf9567123ba2154,2164,2K-4K,2735,46,2.291706,20.0724,1213.5067,stop
auto,qasper_e,69,31a683b8dfd8036c61d738d6bd75c5c6d7e627ba61634b20,2473,2K-4K,3502,23,1.818748,12.6461,1938.1466,stop
auto,qasper_e,70,33c06a5e9eb93d7a970d8e42e3ab04467182eef7113c5c5f,3846,4K-8K,5302,12,2.639688,4.546,2013.1164,stop
auto,qasper_e,71,69e126e9192d0ccc3669d9214ad94883c63d5cc1609e85b4,3471,4K-8K,4709,48,3.51927,13.6392,1351.701,stop
auto,qasper_e,72,a62a087ff34f25cc4f76205a1431eb4c2254d4ad01c630d4,2759,4K-8K,4150,35,2.662374,13.1462,1571.9056,stop
auto,qasper_e,73,741e32f2f93410bcffc12553b94d72b680db834ee5a45669,3367,4K-8K,5238,15,2.713136,5.5287,1936.1357,stop
auto,qasper_e,74,7dbc40699fa6742050f798cfeea408507ca4b90811be532d,2823,2K-4K,3887,15,1.762636,8.51,2213.7303,stop
auto,qasper_e,75,b1fdb80cd96f455762f4f3be78a4932e7ae5edb2802d9e5c,3244,4K-8K,4341,8,1.792666,4.4626,2425.9959,stop
auto,qasper_e,76,9559dbefad997c0a896d9cae62aeeb1703add67a670930fb,3634,4K-8K,4693,16,2.333801,6.8558,2017.7382,stop
auto,qasper_e,77,3ead7355dc4b6356c66ae3a8cffe00652a7d35a899dcb316,1939,2K-4K,2823,22,1.454109,15.1295,1956.524,stop
auto,qasper_e,78,5c576f06ce64e385da68b3465a0e077c81651dfbc19c72a4,1877,2K-4K,2633,18,1.22588,14.6833,2162.5282,stop
auto,qasper_e,79,5fa58c27137b7ed6888f0d3c5b3450aee78a7d479d98672c,2327,2K-4K,3367,14,1.431586,9.7794,2361.7166,stop
auto,qasper_e,80,40490daeb7eba9f934f4613aac7ec5d957d1482bce802c8a,3313,4K-8K,4433,53,3.510243,15.0987,1277.9742,stop
auto,qasper_e,81,973f0a7a906c8f84200007bfe0c611f041fe389c316707b7,3841,4K-8K,5520,18,3.130748,5.7494,1768.9066,stop
auto,qasper_e,82,fb7bbe83a369588ad73dd99826afd3c20d38769f5b0c2a31,2754,2K-4K,3879,17,1.825429,9.3129,2134.2926,stop
auto,qasper_e,83,37c0ca334bad96a1cf17879108e112591f7088f3794b6533,3160,4K-8K,4245,53,3.365415,15.7484,1277.1086,stop
auto,qasper_e,84,f183167177d0ddfc059aff91b6bd78bd5e9861b998261a2d,1868,2K-4K,2635,14,1.115357,12.552,2375.0248,stop
auto,qasper_e,85,a3a74b9eba905def46e1b99988f18ad74a451de8a53b1b15,3862,4K-8K,5639,23,3.337864,6.8906,1696.2946,stop
auto,qasper_e,86,214680ec183fe8bec3a65633d71c3690f5c3b35e5e8e41a6,3861,4K-8K,5638,26,3.452954,7.5298,1640.3348,stop
auto,qasper_e,87,7b4d3a64f9dd6e23da5f1530bd92ced5c5adf84ce3c1e2ee,3305,4K-8K,4447,6,1.787088,3.3574,2491.7625,stop
auto,qasper_e,88,cd873a30eb42011afd9007db9d38aad584c2734f48330dce,2060,2K-4K,2942,31,1.833142,16.9109,1621.8056,stop
auto,qasper_e,89,088e3b32e2812d8fcca9f4fad976de94317893b5cb210f4a,1906,2K-4K,2533,12,0.97161,12.3506,2619.3633,stop
auto,qasper_e,90,ecdc1201351d1467d8b55b82ce8e54846f36e141284db44e,1443,0-2K,1971,23,1.174279,19.5865,1698.0638,stop
auto,qasper_e,91,e2b21e6c72b2a258c8d8dd7b7f94ee08b4a1edd012ccce04,1541,2K-4K,2466,37,1.876868,19.7137,1333.605,stop
auto,qasper_e,92,b89bb41df843f9c8c292df5290d3e62e2ac62171991d5fbf,1908,2K-4K,2646,30,1.670807,17.9554,1601.6215,stop
auto,qasper_e,93,a7281359720bac697e8f2d18c8d460b238d46b17205a5f4a,3704,4K-8K,4669,39,3.16601,12.3183,1487.0453,stop
auto,qasper_e,94,56600b6a10fb297db2b0c15a21c2d49f7a0a90f927387e3b,1639,2K-4K,2225,36,1.726526,20.8511,1309.5659,stop
auto,qasper_e,95,ab031ab8495d8200afcf794d5368ed54353ec254b176d190,2435,2K-4K,3343,63,3.226149,19.5279,1055.7478,stop
auto,qasper_e,96,aefe71d17866995c454d51362893d2fb48de1a3d55d3cdb0,1514,2K-4K,2470,51,2.44197,20.8848,1032.3632,stop
auto,qasper_e,97,48fc8f0bab4c2e63d0703b11d8902a4082d9d77eb8ef611c,2156,2K-4K,3014,81,3.791047,21.3661,816.3973,stop
auto,qasper_e,98,e88c5e44dbf7203c800c503bdfddb020c564fc323deff33c,3040,4K-8K,4220,52,3.397543,15.3052,1257.3791,stop
auto,qasper_e,99,d9c7574b1ed1ebd6eb755e6bbeee3513c9c912771059348c,2533,2K-4K,3635,62,3.377361,18.3575,1094.6415,stop
auto,qasper_e,100,752f0351806ae2e7a2a5f72c666c247706a8e8d059907f4d,4210,4K-8K,5925,42,4.34444,9.6675,1373.4795,stop
auto,qasper_e,101,b88143528621f772f4673e1d5249faa750e66bd3d25dc48a,4820,4K-8K,6364,20,3.875404,5.1608,1647.3121,stop
auto,qasper_e,102,536136d642ecfb95aa51b8057018d9e41fbc39100f4ae120,4460,4K-8K,5890,17,3.343503,5.0845,1766.7097,stop
auto,qasper_e,103,9b239d896d4e14a1119ff7a96adf888b3ee3672b9890917d,4106,4K-8K,5500,18,3.049057,5.9035,1809.74,stop
auto,qasper_e,104,db44156fb95ba706642d8db8b12cc990e19840d25966d5b4,4719,4K-8K,7095,23,4.756664,4.8353,1496.4269,stop
auto,qasper_e,105,585cb871b289390d1702cbbe783eaf7874fe78b61efc8667,6182,4K-8K,8110,21,5.863382,3.5816,1386.7424,stop
auto,qasper_e,106,9b74d12df29676d618b03e2da39919e522a4bcdf638e7977,4173,4K-8K,5650,52,4.429319,11.74,1287.3311,stop
auto,qasper_e,107,2df2169344b32d1abc45360c4fa3529689a25d9aed1f1de9,4465,4K-8K,5771,3,2.769578,1.0832,2084.7938,stop
auto,qasper_e,108,b920b0a031389d0ba6a69af9b9460755870ba0b2bbb30f8b,4856,4K-8K,6651,6,3.682217,1.6295,1807.8781,stop
auto,qasper_e,109,210d7e49f1b17fdad67a9a09194869f85065ed34e59062b8,4924,4K-8K,6960,16,4.358306,3.6712,1600.6219,stop
auto,qasper_e,110,ce0c9192b838497901c0360f9f775aaaa8711369f3ef9ed2,4581,4K-8K,6267,22,3.883609,5.6648,1619.3698,stop
auto,qasper_e,111,976994364dbcccb985af23bc0cedfb408add4985203d5b46,4111,4K-8K,5720,31,3.709749,8.3564,1550.2397,stop
auto,qasper_e,112,fbc4a45ff813e0a9578becabc2079b8da6de5193d5827cd9,4704,4K-8K,7030,48,5.595478,8.5784,1264.9499,stop
auto,qasper_e,113,14a3bbb82b8513481e056adb121e5b37e648bb44e97406f2,6244,4K-8K,8107,72,7.743464,9.2982,1056.2456,stop
auto,qasper_e,114,e28df0e3283943b1e011e1dba7a231e35269588b73697ca4,7837,8K-16K,10262,3,8.248557,0.3637,1244.4602,stop
auto,qasper_e,115,2b7593f9c20a839d48e19625c062529532fbfd9c2f830f88,4404,4K-8K,6540,34,4.588127,7.4104,1432.8286,stop
auto,qasper_e,116,497b1525e2ccae21bc01a98ef3512d180ab07546589dd537,4902,4K-8K,7846,22,5.577778,3.9442,1410.5977,stop
auto,qasper_e,117,5b13aa35815812df257039222ea69b902de31f1e73911905,5331,4K-8K,7017,68,6.313024,10.7714,1122.2831,stop
auto,qasper_e,118,3986e832a691446dc11b553c3837efbcd0070a267903c179,4160,4K-8K,5322,15,2.813448,5.3315,1896.9608,stop
auto,qasper_e,119,a79763fea9f012a21af72c264b6853ad325dc087408fdb56,4369,4K-8K,5784,7,2.886845,2.4248,2005.9964,stop
auto,qasper_e,120,10f5ce4c9054e6a2508cc67328ca303d3b5ee57bae2b7fd9,4779,4K-8K,6609,27,4.407221,6.1263,1505.7107,stop
auto,qasper_e,121,34876cd63f0e18aebfa721150cc5e3e83c4d46aad5327a28,4109,4K-8K,5499,28,3.400047,8.2352,1625.5658,stop
auto,qasper_e,122,9dbbc977fdb65fff35043a30467540bb81fe4f6767dc01fe,4572,4K-8K,6358,78,6.016082,12.9652,1069.7992,stop
auto,qasper_e,123,7e86fb429fcfec3ed6f1303b6002a68d23851bf87d981bc6,4091,4K-8K,6375,35,4.470125,7.8298,1433.9643,stop
auto,qasper_e,124,5650ed820eb82845ddc5e1ed504aa97c22e61f4f2b4467c4,5344,4K-8K,7012,28,4.854569,5.7678,1450.1801,stop
auto,qasper_e,125,d3af022e32bc31e242abe8c024bc1627a0a17ee4c938297d,4217,4K-8K,5730,5,2.765831,1.8078,2073.518,stop
auto,qasper_e,126,74989bf74a29b3b9acd22779ad89ced50999f6563e328b7a,4542,4K-8K,6575,38,4.766051,7.9731,1387.5218,stop
auto,qasper_e,127,04d9e82efc74cd3ef2b635904c05a5f0b2c34ac5a4318304,4906,4K-8K,6658,106,7.350884,14.42,920.1615,stop
auto,qasper_e,128,8f319fe001c7a7d8bde3d32f8abc1d1b460eb04b6022fed7,4600,4K-8K,6510,16,3.928164,4.0732,1661.3361,stop
auto,qasper_e,129,5a2909819e072daa4a8675b39a5df24034e7c6a22709d035,4527,4K-8K,6760,25,4.486511,5.5723,1512.3109,stop
auto,qasper_e,130,77d5b65213c33d96b4c145e035798509a2d46c7d01756f8d,4841,4K-8K,6973,28,4.808679,5.8228,1455.9091,stop
auto,qasper_e,131,586bbad29218deb4380c476e5c3dbe4e127206138d9b5284,6810,8K-16K,9738,12,7.761083,1.5462,1256.2679,stop
auto,qasper_e,132,f67ea370aeb4a333c57d3c78eec165f57815ead93bed9112,4771,4K-8K,6286,23,3.935164,5.8447,1603.2368,stop
auto,qasper_e,133,67e9599e8ede0b568d2521adb1f395e7b74d8eeec5c1e0b8,4253,4K-8K,5850,49,4.49452,10.9022,1312.4871,stop
auto,qasper_e,134,d70f861b0ae1a38fa3562f6e2da8ec23b8d20780747dd0a6,4855,4K-8K,6624,27,4.411306,6.1206,1507.7167,stop
auto,qasper_e,135,101ede1900aed69c4ea0a31920aed89c64b5c92cc44b6247,4880,4K-8K,6971,18,4.445831,4.0487,1572.0344,stop
auto,qasper_e,136,ef9f46e9b2671cb00a9ead0fec51bdd8ac923e6f524b9ebb,6396,8K-16K,9229,5,6.813567,0.7338,1355.2372,stop
auto,qasper_e,137,476f28c6b78e34a796d45e194120504620bbbf42278dfab7,4090,4K-8K,5720,28,3.589311,7.8009,1601.4216,stop
auto,qasper_e,138,9ae2ec3c2e3465020bb7ec7ab78d5e592d9ab2e3cfa66b01,4240,4K-8K,5845,19,3.38572,5.6118,1731.98,stop
auto,qasper_e,139,14407f1d7c9c6c4a173a5aae06de2a46a24257ba6e98bf2b,4576,4K-8K,6268,19,3.778537,5.0284,1663.8713,stop
auto,qasper_e,140,755daa298cdf770c8ed19ddf39270f07e077d88a82aaa0dc,4263,4K-8K,5699,23,3.401289,6.7621,1682.3036,stop
auto,qasper_e,141,ddc6bc30de561312913bb1868a4613a33d0a09adefbd8de6,4286,4K-8K,5575,29,3.509211,8.264,1596.9401,stop
auto,qasper_e,142,c18d9ff7185dc4fb286c4bc9d4e26aa1d2cae4c3bd2ab473,4073,4K-8K,5541,16,3.00615,5.3224,1848.5441,stop
auto,qasper_e,143,44a094746f7f8f2b2d019500cc03e680dd5d17620691e914,4133,4K-8K,5710,18,3.230451,5.572,1773.1271,stop
auto,qasper_e,144,0225501ce54ac2c95a557a5691a4322482af24748391e6e9,4104,4K-8K,6368,28,4.189325,6.6837,1526.7375,stop
auto,qasper_e,145,34c5eb16ccc55869a263dfda28d028267e29ee243880c9d5,5136,4K-8K,7260,59,6.256826,9.4297,1169.7625,stop
auto,qasper_e,146,3e719fb0a9e76f230ee502c8b24d52a04faa8303520e9f8e,5147,4K-8K,7862,7,5.056862,1.3843,1556.1033,stop
auto,qasper_e,147,01a9ec56805c938ec7ad3cc00bd2d02b8347194fd7e6a0a4,4489,4K-8K,6699,105,7.667674,13.6939,887.3616,stop
auto,qasper_e,148,d890086b7ad0f59eb69b6db92bf23051d1e5abd7785121a7,4119,4K-8K,5732,60,4.813841,12.4641,1203.1971,stop
auto,qasper_e,149,bc4291d5c3ffe8c5dd06af624c081795619716987d468790,4524,4K-8K,6762,18,4.264707,4.2207,1589.7926,stop
auto,qasper_e,150,576436df7e468f5fea9088bd91683211b1e2d0867d82c545,4579,4K-8K,6360,17,3.774026,4.5045,1689.7076,stop
auto,qasper_e,151,a93ecd0835d11bbbc58f2a33b6d51de3909be76c33133f5b,4599,4K-8K,6105,18,3.578438,5.0301,1711.082,stop
auto,qasper_e,152,cb946dbdf9ffc22ebecce124f301530e4d5b721497ef6d5e,4287,4K-8K,5792,33,3.847993,8.5759,1513.776,stop
auto,qasper_e,153,81e57b1fed504d174d593b8f0864a5e25b29785563a5f54b,4521,4K-8K,6758,3,3.674115,0.8165,1840.1711,stop
auto,qasper_e,154,bc7eab44a275ee5ece6a7875437bf83c9705081ff0f05c08,4322,4K-8K,6403,48,4.962348,9.6728,1299.9893,stop
auto,qasper_e,155,036805beea8a6e2cb953c1f2ca9559ea4dba4a824a37b4b5,4127,4K-8K,5721,21,3.34247,6.2828,1717.8914,stop
auto,qasper_e,156,dccaa27ae0be7f8009022b212d3ccc2d00a13e99c687dad8,4055,4K-8K,5399,16,2.886158,5.5437,1876.1965,stop
auto,qasper_e,157,3dd4efe4ba810c79311129e5d05cdb01a69522f464c7813d,6817,8K-16K,9738,28,8.350861,3.3529,1169.4602,stop
auto,qasper_e,158,d9a7e58e9aab49320c85391f5c17e5de89cfc1f573c28998,6810,8K-16K,9739,7,7.580716,0.9234,1285.6305,stop
auto,qasper_e,159,d5e92fcef6747ba1518ae7d8a46ad274b585425b2c889d5b,4738,4K-8K,5995,47,4.535342,10.3631,1332.2039,stop
auto,qasper_e,160,978f7c19ea6c745ddb18300a6dc9c451661e357fca3add52,4177,4K-8K,5323,13,2.710321,4.7965,1968.7707,stop
auto,qasper_e,161,d7906e115d8431133b71ebc7153d10a816d90301d0def756,4481,4K-8K,6696,17,4.124632,4.1216,1627.5392,stop
auto,qasper_e,162,c8597801a4a3bf1497b07619054e5f24fd395eb210d113fa,7257,8K-16K,10213,19,8.734051,2.1754,1171.5068,stop
auto,qasper_e,163,dcadecc0543ae52be074ae5faf2f33c684278cef100a96b2,4746,4K-8K,7003,13,4.298734,3.0241,1632.1084,stop
auto,qasper_e,164,98bd8cd56213ae44d7e70986840d791976f3a7d6bf333465,4323,4K-8K,5865,31,3.831946,8.0899,1538.6439,stop
auto,qasper_e,165,a4fb3e0fa052620263db39d9a236e26a4d7217452498793c,4475,4K-8K,6696,13,3.974407,3.2709,1688.0505,stop
auto,qasper_e,166,ca9328754a1ec513ba1e0f95d799d2c51edccde929004afc,4104,4K-8K,5503,44,3.994297,11.0157,1388.7301,stop
auto,qasper_e,167,1d74cf15feae9302442102605c3838418f99b746b992ae00,4536,4K-8K,5816,37,4.010167,9.2265,1459.5403,stop
auto,qasper_e,168,574a80e4ecd72977307dee420eb3aeebfa83ea1ece7c1b98,4123,4K-8K,5590,19,3.154497,6.0231,1778.0966,stop
auto,qasper_e,169,37d310b8f25173a3a2c9d20ebe84ffafefa0058f86e8d0e4,5151,4K-8K,7266,40,5.557773,7.1971,1314.5553,stop
auto,qasper_e,170,3bbe79889187b6242bf6c2105f20fab23c710d2ab512f630,4566,4K-8K,7132,89,7.21594,12.3338,1000.7013,stop
auto,qasper_e,171,02e222e13bc8a4f8a0a546d5145c47bd9ce846cc56930252,4964,4K-8K,6969,72,6.432355,11.1934,1094.6224,stop
auto,qasper_e,172,fea2cbfb8a37b19a11e07eaa90128173b42221db70044e00,4063,4K-8K,5410,31,3.465302,8.9458,1570.1374,stop
auto,qasper_e,173,32dc22f1cbfc6a9dca73db13be8fe8c474351d75bc89f6f4,4208,4K-8K,5778,15,3.179572,4.7176,1821.9433,stop
auto,qasper_e,174,33ddd8753bce3d759d4a6d1becadf82405054b86e2118059,4181,4K-8K,5732,3,2.695367,1.113,2127.725,stop
auto,qasper_e,175,5753a9c1fa5d2bdd0b8d62cff2e8bc31a31219157e30f0f9,4169,4K-8K,6299,11,3.506143,3.1374,1799.6986,stop
auto,qasper_e,176,37285cbec7dd9ac8cc0ed46491279364f3bf91e7cc32c615,4246,4K-8K,5848,31,3.814198,8.1275,1541.3462,stop
auto,qasper_e,177,19a34f87c9cd7791d684fa496ec85a640ddb60c99bd236f1,4718,4K-8K,6607,26,4.364676,5.9569,1519.7006,stop
auto,qasper_e,178,4224ab128ca9e42c596fb0fd04ca3d615952f253e3725abe,4117,4K-8K,5586,9,2.788264,3.2278,2006.6246,stop
auto,qasper_e,179,74c6d62192e26e2e3573fc892fe3694b12b9256b10be6b7d,4184,4K-8K,5648,13,2.985948,4.3537,1895.8801,stop
auto,qasper_e,180,7ac67bfb5e0d2112b056dab1b46e40b66bc9747f0fd3af32,4484,4K-8K,5919,17,3.370077,5.0444,1761.3843,stop
