index,id,reported_length,prompt_tokens,bucket,answer_count
26,867b7b94ee2ae6051131ca90ebc66df6ba3084f4bb3bdda8,1822,2299,2K-4K,1
27,38b265f4caee01966b67dca127276d17f640322b7a11b3f4,2077,3090,2K-4K,2
28,c21ac70b9fefd1be0058d56b0eaa81d065271558b901364a,2992,3967,2K-4K,2
29,45104af27b1eaf72961c861eeae1013869612e3d5f258927,2255,3111,2K-4K,1
30,7de339432271d1324e9ea25f6321364528c6fd2f8ea2e3d1,3372,4399,4K-8K,2
31,eca9924a93084bb987fc705af683806564fa2d04e9dba909,3181,4533,4K-8K,2
32,d1aa1132439bd292965634095bf1c9943e062bb6645ff78c,3307,4449,4K-8K,2
33,54797939fdd2089aeb0c4242e660b2ff1914538839e9a21e,2424,3621,2K-4K,1
34,e2a3009e3e15b0e45552a4ab0c593e027e64acf190b2903b,3302,4636,4K-8K,2
35,a98bc410d113f968de393f3da14435b31b34a8ce2ccec169,3158,4243,4K-8K,2
36,86d091f9a2a36e97ae2f587ff9e1beb3e41c34862d70451e,3570,4919,4K-8K,2
37,a533586fadb3dbf78a61381a0f040d993ae1d5cd3e66b98d,3820,5025,4K-8K,2
38,861cbf67995653276e955ddb68584eb35263f970a710c86c,3722,5137,4K-8K,2
39,ca6ab28a7624b35d6e14bdd51a24f6cba93df17b033a0945,1561,2034,0-2K,1
40,689421214f9b71be11d80ef9ae68b49974a8bd7e4313cd58,2091,2916,2K-4K,2
41,57825167e9b5b23b2f03e2675d9c7e96814b6785975b5dff,3405,5323,4K-8K,1
42,c5692a8d9bf0880f0cb4d893511e2b9245a914f828cebcf6,2009,3229,2K-4K,2
43,ba8b9314903599bb79e4a4148ebae6ae59c5d717a1a2a936,1899,2697,2K-4K,2
44,b1e77f6928aff3baafd48d7674dc39bd72293dce6956dbde,2150,3016,2K-4K,1
45,c0f67594ed1d5ba890abd05585f849a4bdde9f30e9054ea8,2895,4088,2K-4K,2
46,3e0ebe8cd7c6ad2ed6b011e47c1a06464ae4eed1b47c9d37,2361,3308,2K-4K,2
47,76ade8dc03f520d725ee2b1decb2904f80becbc3dd6fb9b5,1701,2295,2K-4K,2
48,987ab3762f78d7c33799631fec402ae2ed66ecbb0708347b,1913,2639,2K-4K,1
49,f1d8b6d074397f7bead6a59be4c66dc5f1f1a058f74f1402,3794,5122,4K-8K,2
50,fa1c557ea338532fb1c34125934ce83b2b70e02dd12931d3,3757,5627,4K-8K,2
51,d95b33cbe3496fb98638b3c3b1a956847b6472aa8d18a5cc,2393,3341,2K-4K,2
52,704c0c46089ffbd8f6c94c06071a440d930d82a59a1d4edc,2958,4049,2K-4K,2
53,c32bcab75bbb243cbd0fa7d6cea385a9aa1220c9fb455f09,2220,3430,2K-4K,2
54,b959a2ca0687fbe1c4f11a6fda00eb9341525f1502c9afc6,3566,5664,4K-8K,2
55,83246d680e84d965de12202eeca2955546e9261630d543c5,1671,2258,2K-4K,2
56,181a2d144f719517ed2033408c263c328c3c7eb9cddc78c6,2289,3070,2K-4K,2
57,006bf0292d7a46cfbe4bc50f63e92d34411ea060f5b547ec,3817,4727,4K-8K,1
58,35be0474e7f491742c4f764a3ed5fc174465bf0ba26ebff0,3855,5306,4K-8K,2
59,128f8753d02c6777ce3244345d4799613c188be0b6b66b7a,2667,3613,2K-4K,2
60,c3694e336a5431082844e851d3bf6ca4b1d21ce87665281e,2649,3973,2K-4K,1
61,1443430475309d05eb23043251943ee0b3c3ade6f0730fdc,2083,3228,2K-4K,1
62,0b04d1a3009c6f4f4502defd297b37bb756f8e5e904d2449,1651,2210,2K-4K,1
63,78ec8052a16e28c7c9da9d61bfd7b70c05ada0efa5169524,1898,2693,2K-4K,2
64,3eb54f9ba615e042408b8ddafcbd4d41db0f1e72c8eedca8,2133,2733,2K-4K,2
65,ba4d8e9921bcc53ce93a458307141bc528d92addb66cbc95,3974,5429,4K-8K,2
66,1ef257d8f567afd7d7057d678d14d28941a912b4df8b5775,2361,3391,2K-4K,2
67,5a66bf2184751add62aab933cf9076dc61faf39f716d2e72,1912,2691,2K-4K,1
68,59589a5aa08f01c9772844cd16cf3a57aaf9567123ba2154,2164,2735,2K-4K,1
69,31a683b8dfd8036c61d738d6bd75c5c6d7e627ba61634b20,2473,3502,2K-4K,1
70,33c06a5e9eb93d7a970d8e42e3ab04467182eef7113c5c5f,3846,5302,4K-8K,2
71,69e126e9192d0ccc3669d9214ad94883c63d5cc1609e85b4,3471,4709,4K-8K,2
72,a62a087ff34f25cc4f76205a1431eb4c2254d4ad01c630d4,2759,4150,4K-8K,2
73,741e32f2f93410bcffc12553b94d72b680db834ee5a45669,3367,5238,4K-8K,1
74,7dbc40699fa6742050f798cfeea408507ca4b90811be532d,2823,3887,2K-4K,2
75,b1fdb80cd96f455762f4f3be78a4932e7ae5edb2802d9e5c,3244,4341,4K-8K,2
76,9559dbefad997c0a896d9cae62aeeb1703add67a670930fb,3634,4693,4K-8K,2
77,3ead7355dc4b6356c66ae3a8cffe00652a7d35a899dcb316,1939,2823,2K-4K,2
78,5c576f06ce64e385da68b3465a0e077c81651dfbc19c72a4,1877,2633,2K-4K,2
79,5fa58c27137b7ed6888f0d3c5b3450aee78a7d479d98672c,2327,3367,2K-4K,2
80,40490daeb7eba9f934f4613aac7ec5d957d1482bce802c8a,3313,4433,4K-8K,2
81,973f0a7a906c8f84200007bfe0c611f041fe389c316707b7,3841,5520,4K-8K,2
82,fb7bbe83a369588ad73dd99826afd3c20d38769f5b0c2a31,2754,3879,2K-4K,2
83,37c0ca334bad96a1cf17879108e112591f7088f3794b6533,3160,4245,4K-8K,2
84,f183167177d0ddfc059aff91b6bd78bd5e9861b998261a2d,1868,2635,2K-4K,2
85,a3a74b9eba905def46e1b99988f18ad74a451de8a53b1b15,3862,5639,4K-8K,2
86,214680ec183fe8bec3a65633d71c3690f5c3b35e5e8e41a6,3861,5638,4K-8K,3
87,7b4d3a64f9dd6e23da5f1530bd92ced5c5adf84ce3c1e2ee,3305,4447,4K-8K,2
88,cd873a30eb42011afd9007db9d38aad584c2734f48330dce,2060,2942,2K-4K,2
89,088e3b32e2812d8fcca9f4fad976de94317893b5cb210f4a,1906,2533,2K-4K,2
90,ecdc1201351d1467d8b55b82ce8e54846f36e141284db44e,1443,1971,0-2K,2
91,e2b21e6c72b2a258c8d8dd7b7f94ee08b4a1edd012ccce04,1541,2466,2K-4K,1
92,b89bb41df843f9c8c292df5290d3e62e2ac62171991d5fbf,1908,2646,2K-4K,2
93,a7281359720bac697e8f2d18c8d460b238d46b17205a5f4a,3704,4669,4K-8K,2
94,56600b6a10fb297db2b0c15a21c2d49f7a0a90f927387e3b,1639,2225,2K-4K,2
95,ab031ab8495d8200afcf794d5368ed54353ec254b176d190,2435,3343,2K-4K,1
96,aefe71d17866995c454d51362893d2fb48de1a3d55d3cdb0,1514,2470,2K-4K,2
97,48fc8f0bab4c2e63d0703b11d8902a4082d9d77eb8ef611c,2156,3014,2K-4K,2
98,e88c5e44dbf7203c800c503bdfddb020c564fc323deff33c,3040,4220,4K-8K,2
99,d9c7574b1ed1ebd6eb755e6bbeee3513c9c912771059348c,2533,3635,2K-4K,2
100,752f0351806ae2e7a2a5f72c666c247706a8e8d059907f4d,4210,5925,4K-8K,3
101,b88143528621f772f4673e1d5249faa750e66bd3d25dc48a,4820,6364,4K-8K,2
102,536136d642ecfb95aa51b8057018d9e41fbc39100f4ae120,4460,5890,4K-8K,2
103,9b239d896d4e14a1119ff7a96adf888b3ee3672b9890917d,4106,5500,4K-8K,2
104,db44156fb95ba706642d8db8b12cc990e19840d25966d5b4,4719,7095,4K-8K,1
105,585cb871b289390d1702cbbe783eaf7874fe78b61efc8667,6182,8110,4K-8K,1
106,9b74d12df29676d618b03e2da39919e522a4bcdf638e7977,4173,5650,4K-8K,1
107,2df2169344b32d1abc45360c4fa3529689a25d9aed1f1de9,4465,5771,4K-8K,2
108,b920b0a031389d0ba6a69af9b9460755870ba0b2bbb30f8b,4856,6651,4K-8K,2
109,210d7e49f1b17fdad67a9a09194869f85065ed34e59062b8,4924,6960,4K-8K,2
110,ce0c9192b838497901c0360f9f775aaaa8711369f3ef9ed2,4581,6267,4K-8K,1
111,976994364dbcccb985af23bc0cedfb408add4985203d5b46,4111,5720,4K-8K,1
112,fbc4a45ff813e0a9578becabc2079b8da6de5193d5827cd9,4704,7030,4K-8K,2
113,14a3bbb82b8513481e056adb121e5b37e648bb44e97406f2,6244,8107,4K-8K,2
114,e28df0e3283943b1e011e1dba7a231e35269588b73697ca4,7837,10262,8K-16K,2
115,2b7593f9c20a839d48e19625c062529532fbfd9c2f830f88,4404,6540,4K-8K,1
116,497b1525e2ccae21bc01a98ef3512d180ab07546589dd537,4902,7846,4K-8K,2
117,5b13aa35815812df257039222ea69b902de31f1e73911905,5331,7017,4K-8K,2
118,3986e832a691446dc11b553c3837efbcd0070a267903c179,4160,5322,4K-8K,2
119,a79763fea9f012a21af72c264b6853ad325dc087408fdb56,4369,5784,4K-8K,1
120,10f5ce4c9054e6a2508cc67328ca303d3b5ee57bae2b7fd9,4779,6609,4K-8K,1
121,34876cd63f0e18aebfa721150cc5e3e83c4d46aad5327a28,4109,5499,4K-8K,1
122,9dbbc977fdb65fff35043a30467540bb81fe4f6767dc01fe,4572,6358,4K-8K,1
123,7e86fb429fcfec3ed6f1303b6002a68d23851bf87d981bc6,4091,6375,4K-8K,1
124,5650ed820eb82845ddc5e1ed504aa97c22e61f4f2b4467c4,5344,7012,4K-8K,2
125,d3af022e32bc31e242abe8c024bc1627a0a17ee4c938297d,4217,5730,4K-8K,2
126,74989bf74a29b3b9acd22779ad89ced50999f6563e328b7a,4542,6575,4K-8K,2
127,04d9e82efc74cd3ef2b635904c05a5f0b2c34ac5a4318304,4906,6658,4K-8K,1
128,8f319fe001c7a7d8bde3d32f8abc1d1b460eb04b6022fed7,4600,6510,4K-8K,2
129,5a2909819e072daa4a8675b39a5df24034e7c6a22709d035,4527,6760,4K-8K,2
130,77d5b65213c33d96b4c145e035798509a2d46c7d01756f8d,4841,6973,4K-8K,2
131,586bbad29218deb4380c476e5c3dbe4e127206138d9b5284,6810,9738,8K-16K,2
132,f67ea370aeb4a333c57d3c78eec165f57815ead93bed9112,4771,6286,4K-8K,2
133,67e9599e8ede0b568d2521adb1f395e7b74d8eeec5c1e0b8,4253,5850,4K-8K,2
134,d70f861b0ae1a38fa3562f6e2da8ec23b8d20780747dd0a6,4855,6624,4K-8K,2
135,101ede1900aed69c4ea0a31920aed89c64b5c92cc44b6247,4880,6971,4K-8K,1
136,ef9f46e9b2671cb00a9ead0fec51bdd8ac923e6f524b9ebb,6396,9229,8K-16K,2
137,476f28c6b78e34a796d45e194120504620bbbf42278dfab7,4090,5720,4K-8K,2
138,9ae2ec3c2e3465020bb7ec7ab78d5e592d9ab2e3cfa66b01,4240,5845,4K-8K,2
139,14407f1d7c9c6c4a173a5aae06de2a46a24257ba6e98bf2b,4576,6268,4K-8K,1
140,755daa298cdf770c8ed19ddf39270f07e077d88a82aaa0dc,4263,5699,4K-8K,1
141,ddc6bc30de561312913bb1868a4613a33d0a09adefbd8de6,4286,5575,4K-8K,1
142,c18d9ff7185dc4fb286c4bc9d4e26aa1d2cae4c3bd2ab473,4073,5541,4K-8K,1
143,44a094746f7f8f2b2d019500cc03e680dd5d17620691e914,4133,5710,4K-8K,1
144,0225501ce54ac2c95a557a5691a4322482af24748391e6e9,4104,6368,4K-8K,1
145,34c5eb16ccc55869a263dfda28d028267e29ee243880c9d5,5136,7260,4K-8K,1
146,3e719fb0a9e76f230ee502c8b24d52a04faa8303520e9f8e,5147,7862,4K-8K,2
147,01a9ec56805c938ec7ad3cc00bd2d02b8347194fd7e6a0a4,4489,6699,4K-8K,2
148,d890086b7ad0f59eb69b6db92bf23051d1e5abd7785121a7,4119,5732,4K-8K,1
149,bc4291d5c3ffe8c5dd06af624c081795619716987d468790,4524,6762,4K-8K,2
150,576436df7e468f5fea9088bd91683211b1e2d0867d82c545,4579,6360,4K-8K,2
151,a93ecd0835d11bbbc58f2a33b6d51de3909be76c33133f5b,4599,6105,4K-8K,2
152,cb946dbdf9ffc22ebecce124f301530e4d5b721497ef6d5e,4287,5792,4K-8K,2
153,81e57b1fed504d174d593b8f0864a5e25b29785563a5f54b,4521,6758,4K-8K,2
154,bc7eab44a275ee5ece6a7875437bf83c9705081ff0f05c08,4322,6403,4K-8K,2
155,036805beea8a6e2cb953c1f2ca9559ea4dba4a824a37b4b5,4127,5721,4K-8K,2
156,dccaa27ae0be7f8009022b212d3ccc2d00a13e99c687dad8,4055,5399,4K-8K,1
157,3dd4efe4ba810c79311129e5d05cdb01a69522f464c7813d,6817,9738,8K-16K,1
158,d9a7e58e9aab49320c85391f5c17e5de89cfc1f573c28998,6810,9739,8K-16K,2
159,d5e92fcef6747ba1518ae7d8a46ad274b585425b2c889d5b,4738,5995,4K-8K,2
160,978f7c19ea6c745ddb18300a6dc9c451661e357fca3add52,4177,5323,4K-8K,1
161,d7906e115d8431133b71ebc7153d10a816d90301d0def756,4481,6696,4K-8K,2
162,c8597801a4a3bf1497b07619054e5f24fd395eb210d113fa,7257,10213,8K-16K,1
163,dcadecc0543ae52be074ae5faf2f33c684278cef100a96b2,4746,7003,4K-8K,2
164,98bd8cd56213ae44d7e70986840d791976f3a7d6bf333465,4323,5865,4K-8K,2
165,a4fb3e0fa052620263db39d9a236e26a4d7217452498793c,4475,6696,4K-8K,2
166,ca9328754a1ec513ba1e0f95d799d2c51edccde929004afc,4104,5503,4K-8K,2
167,1d74cf15feae9302442102605c3838418f99b746b992ae00,4536,5816,4K-8K,1
168,574a80e4ecd72977307dee420eb3aeebfa83ea1ece7c1b98,4123,5590,4K-8K,2
169,37d310b8f25173a3a2c9d20ebe84ffafefa0058f86e8d0e4,5151,7266,4K-8K,1
170,3bbe79889187b6242bf6c2105f20fab23c710d2ab512f630,4566,7132,4K-8K,2
171,02e222e13bc8a4f8a0a546d5145c47bd9ce846cc56930252,4964,6969,4K-8K,1
172,fea2cbfb8a37b19a11e07eaa90128173b42221db70044e00,4063,5410,4K-8K,2
173,32dc22f1cbfc6a9dca73db13be8fe8c474351d75bc89f6f4,4208,5778,4K-8K,2
174,33ddd8753bce3d759d4a6d1becadf82405054b86e2118059,4181,5732,4K-8K,2
175,5753a9c1fa5d2bdd0b8d62cff2e8bc31a31219157e30f0f9,4169,6299,4K-8K,1
176,37285cbec7dd9ac8cc0ed46491279364f3bf91e7cc32c615,4246,5848,4K-8K,2
177,19a34f87c9cd7791d684fa496ec85a640ddb60c99bd236f1,4718,6607,4K-8K,2
178,4224ab128ca9e42c596fb0fd04ca3d615952f253e3725abe,4117,5586,4K-8K,1
179,74c6d62192e26e2e3573fc892fe3694b12b9256b10be6b7d,4184,5648,4K-8K,2
180,7ac67bfb5e0d2112b056dab1b46e40b66bc9747f0fd3af32,4484,5919,4K-8K,2
181,df0e67f7bb91aa694d93b8194180a520f9c50c487837b913,4271,5750,4K-8K,2
182,eaa9cb2729ae6690219e0a3f54041e34df9e19c78759177e,4101,5497,4K-8K,2
183,36d8252c0a3f8d8442608fa5590637232261ce4bd997f1bf,4770,6289,4K-8K,2
184,728a8d6d91b4288534192bbdbe9041b1ffdc632459bf6e74,4377,5783,4K-8K,1
185,07bb22a9997c0e4edc5ca39b00dd60ac559504db455d102e,4489,5818,4K-8K,1
186,57e90555e82551bb8d4b0dfaaf6b559927d8af2a86ab1b79,4592,6512,4K-8K,2
187,a544d669a876a444d055a5fe80546f75d4ed06781e63fccf,4457,5889,4K-8K,2
188,87c99ae9a2cbedcbf1c0a24e950986342a800ef60c2178d9,4395,5752,4K-8K,2
189,928fadab56d65477308c48926750868d89a725d62a3f18c3,5063,6796,4K-8K,2
190,75db08d25c4d9494ee20a89c17197bff11c2c82a305c8103,4203,5730,4K-8K,1
191,33e41f426c44c3d562c859a0dbcf481f9c33513f96429887,4259,5748,4K-8K,2
192,c46903fbc4bcb0a45688ed9064c20cc2f5a3c8df9601dd36,4857,6652,4K-8K,2
193,d8fa56cc40d195ace5ae35d187db59d7480cf969938ad3db,5092,6839,4K-8K,1
194,5fcb91d715f88b68ea7d76d66f477b3bff753f3fdf2a8021,4232,5297,4K-8K,2
195,2deacdb9d24dda48db481398bf1ad7e9c8af77bf9c86da33,4515,5844,4K-8K,1
196,12a6debfea98c0d1f3e5198c3a2f87d528e81598e5bdf6b6,7251,10209,8K-16K,2
197,de58f99e665ae3407fb660c6f52c301e8a714ccdb4392bcf,4187,5729,4K-8K,1
198,ace74f4b09cc038961e26ddc52f16956f9ab03f4f72425d6,4071,5539,4K-8K,2
199,4c3b7745c2acb52f50e8b98d34a979d5927177c5fbe2952e,5869,8614,8K-16K,2
200,6bc78370c92181718d2f91cc1cdb36a8937d8f1de01618ba,8530,10593,8K-16K,2
201,35d0de0b850645999c71f6c821cb9165ee4eb6579385304d,8508,10592,8K-16K,1
202,0da153430cc4d3999a6c67e8299d79be643e6248512ca37a,10349,15762,8K-16K,2
203,68007f3e72c0b4653fe82c25ec73a7ac88c718e3d97a0687,8506,10590,8K-16K,1
204,ea2a918a422d1b74fdb468c621328881c8993c8b3739112e,14468,20078,16K-32K,2
205,1af3bf48e725d85d4a07cc397290bdd995f78051e050b29e,12950,17795,16K-32K,2
206,9716249ac2c47bfde0e1ddbc5a71a4b6ee889013b7793f35,13395,17818,16K-32K,1
207,fa0442f1637151bf1064269a3c73a41367694b2fd56c8b77,8647,10919,8K-16K,2
208,6c05b9f61aecccccaf021d2b9e93cb1e5e8e0d8806d1c599,8196,11304,8K-16K,2
209,074b526f101518a8f5c810fed1e28f757dacb7805b161e22,14472,20080,16K-32K,2
210,4781229e3a6f14f84c47c5ab928bd0c00d819a5a8f9a8c8a,14465,20078,16K-32K,2
211,7298df1684edcba5ed943763da3920e06b63260de694add2,13401,17811,16K-32K,2
212,21fc5caf7a80aa10b3d9e86ca96d466edb09ae8961c22c85,12952,17798,16K-32K,2
213,91ae438b56ee829ae6d3033084af6b51b351a31de7fa09bc,8641,10925,8K-16K,2
214,3af993fab29778e14e8eaaf0ef7fd8d183cc609625c478f9,14481,20080,16K-32K,2
215,d9d43f911734fede4a6c255ce0bfe6eceb581795453d69f8,12970,17804,16K-32K,1
216,c55c56e9840ed81032398930eb8fff1dc8b72c0b090f1736,8509,10593,8K-16K,2
217,3a92f5b9ebedea5d5efd1f4af956b59b4e0ae6ee33db136f,8555,10604,8K-16K,1
218,c3925faf84892de7224e37e3990407cfe488855ff7f5ce11,13391,17813,16K-32K,2
219,dbbebb60940e1e260cbdc6f1443c079ae72f8e45ebcf85d6,8643,10925,8K-16K,2
220,537b4887d10740fbd33a2032a3cbcb8f36690242b963c597,14469,20081,16K-32K,1
221,1bb7cd04a893fe2a5497bdf7d0dcb064da2ef56144b44bdd,14722,21924,16K-32K,1
222,15adfca5ac1b7871589c9976c10ed76467b34af054d1b18e,14471,20085,16K-32K,1
223,6fd8cd7777d0b6f36ccdfc044d9b5056e519fd11feb2a750,14660,21927,16K-32K,2
